RENDA;GINI;CMI
472.22;0.44;19.06
149.85;0.58;32.77
158.18;0.55;52.05
115.31;0.55;59.28
323.9;0.49;30.41
207.67;0.53;38.73
101.3;0.53;60.54
505.78;0.41;19
332.91;0.48;28.81
220.84;0.5;30.32
406.05;0.57;28.72
280.53;0.5;35.41
350.48;0.46;20.2
256.22;0.5;33.68
124.28;0.52;39.1
167.55;0.53;45.57
159.72;0.48;27.36
339.7;0.43;22.9
219.28;0.58;48.6
659.63;0.53;20.7
179.91;0.56;44.55
227.63;0.49;30.48
99.24;0.52;61.5
198.85;0.56;48.69
384.4;0.48;24.4
131.48;0.51;48.88
256.36;0.57;29.59
229.7;0.59;35.81
462.36;0.5;26.9
150.57;0.56;65.9
471.83;0.54;25.3
674.29;0.51;17.6
323.75;0.53;28.72
155.37;0.53;69.36
454.9;0.54;25.5
420.46;0.55;32.3
542.95;0.53;24.71
308.3;0.53;28
478.59;0.42;20.8
514.16;0.5;17.7
438.31;0.47;23.4
285.86;0.58;31.02
196.91;0.58;62.2
109.65;0.52;51.81
170.31;0.48;49.48
418.97;0.44;28.49
194.76;0.49;43.77
306.72;0.6;21.9
300.15;0.5;24.69
87.03;0.58;67.4
298.08;0.47;18.05
142.64;0.46;46.02
110.28;0.51;48.88
143.77;0.45;42.22
207.65;0.54;36.99
161.99;0.55;47.55
122.64;0.46;43.24
273.81;0.53;40
410.44;0.59;20.82
413.54;0.54;26.01
491.73;0.59;20
161.06;0.56;45.66
129.37;0.45;60.91
146.61;0.46;47.95
416.83;0.55;22.65
174.45;0.55;47.12
488.85;0.55;19.1
302.8;0.58;31
251.73;0.59;39.52
104.71;0.47;46.29
203.46;0.58;47.24
236.86;0.52;30.15
373.92;0.59;19.5
460.47;0.31;17.8
354.04;0.43;17.8
132.23;0.46;59.98
233.13;0.5;39.05
236.25;0.48;33.65
294.27;0.5;26.2
492.47;0.55;20.2
139.66;0.57;46.83
114.21;0.54;49.82
291.23;0.44;32.3
499.72;0.57;23.46
663.74;0.52;15.8
1008.91;0.5;16.5
175.73;0.43;35.24
368.61;0.55;19.6
121.25;0.49;60.54
936.61;0.55;17.76
150.04;0.49;46.06
332.12;0.55;30.48
619.53;0.49;21.1
338.93;0.54;26.23
148.72;0.51;51.81
535.09;0.39;17.6
437.05;0.52;24.08
374.3;0.62;29.75
842.19;0.48;17.2
187.92;0.53;45.01
729.32;0.54;14.21
250.2;0.51;46.14
509.92;0.5;24.7
552.09;0.52;21.9
123.24;0.47;50.16
466.1;0.52;18.1
796.63;0.61;15.06
675.16;0.5;22.2
476.71;0.48;24.4
201.74;0.52;55.86
463.62;0.5;24.2
118.32;0.5;52.36
141.55;0.5;39.95
120.43;0.55;59.22
502.14;0.61;27.44
268.07;0.5;28.6
507.06;0.55;21
295.57;0.62;31.64
223.22;0.52;44.27
338.99;0.46;27.34
597.39;0.5;20.9
756.19;0.48;13.8
445.65;0.49;16.8
494.62;0.53;21.6
858.09;0.43;29.1
157.35;0.59;61.12
499.73;0.61;28.01
459.54;0.6;21.86
475.98;0.57;24
104.12;0.48;48.77
287.84;0.54;30.5
202.61;0.5;34.1
506.72;0.62;20.2
138.81;0.46;57.53
137.24;0.49;43.91
305;0.55;24.94
461.88;0.6;30.7
72.9;0.55;46.83
117.2;0.51;52.99
245.48;0.53;44.36
291.3;0.62;35.16
620.43;0.55;30.38
603.44;0.51;15.4
364.98;0.46;22.1
266.49;0.57;33.14
160.08;0.48;33.98
113.58;0.55;45.53
109.31;0.56;50.49
152.25;0.56;50.63
243.47;0.56;24.9
284.27;0.54;32
274.55;0.47;19.7
102.57;0.67;47.45
213.26;0.51;49.72
1216.54;0.61;18.44
177.37;0.54;55.99
513.35;0.52;20.49
368.17;0.46;32.3
590.72;0.45;17.8
150.04;0.46;20.9
452.12;0.48;23.35
461.17;0.41;20.6
434.48;0.46;17.8
282.68;0.49;24.5
449.08;0.5;28.03
345.85;0.47;24.5
149.13;0.56;37.92
102.74;0.51;45.57
317.4;0.53;40.87
193.42;0.48;39.05
471.4;0.55;24.4
354.27;0.45;20.9
134.79;0.54;34.55
693.75;0.5;16.7
212.51;0.54;46.66
211.4;0.62;53.3
112.27;0.52;63.93
231.3;0.55;34.57
80.04;0.54;53.3
213.48;0.54;42.48
524.76;0.45;22.06
378.34;0.47;22.34
842.45;0.54;15.8
175.33;0.56;45.71
139.48;0.54;52.2
351.33;0.5;26.6
382.4;0.43;26.13
136.21;0.49;34.63
477.35;0.52;20.3
279.93;0.42;30.68
220.52;0.59;43.35
339.29;0.49;22.41
220.94;0.45;44.74
695.4;0.53;13.6
155.51;0.54;35.42
343.1;0.44;22.06
635.55;0.53;18.66
249.07;0.54;42.13
263.62;0.5;35.81
289.52;0.57;22.75
137.7;0.55;52.33
147.69;0.58;48.5
171.59;0.44;47.59
715.41;0.51;18.3
443.68;0.55;17.6
456.98;0.55;23.2
636.02;0.53;16.2
398.03;0.54;33.66
320.7;0.5;32.11
411.5;0.46;22.27
373.14;0.53;29.59
157.64;0.5;57.33
665.98;0.46;13.2
351.28;0.55;19.7
251.57;0.57;19.6
245.29;0.56;42.69
575.72;0.38;13.3
407.91;0.59;19.69
527.85;0.66;17.9
111.69;0.58;52.12
156.37;0.56;60.78
182.42;0.52;54.61
667.43;0.49;18.2
201.62;0.55;34.08
160.83;0.5;55.99
703.81;0.47;16.88
589.53;0.43;19.5
248.67;0.53;31
539.25;0.45;18
335.51;0.52;30.04
506.59;0.54;20.82
410.42;0.46;18.21
532.37;0.54;20.49
377.73;0.4;20.9
574.06;0.53;15
550.6;0.52;22.9
236.72;0.58;29.84
329.65;0.48;22.6
360.48;0.46;23.6
103.39;0.54;56.49
253.41;0.52;30.5
87.52;0.58;63.11
204.5;0.49;46.77
604.56;0.47;28.5
466.91;0.47;18.8
151.98;0.55;50.89
836.7;0.36;22.5
223.29;0.57;48.46
591.68;0.51;14.8
406.99;0.42;17.7
98.02;0.49;48.6
217.64;0.53;35.98
112.67;0.58;37.56
375.7;0.57;17.7
359.43;0.56;17.8
282.83;0.51;25.5
1055.91;0.47;14
376.6;0.53;27.76
206.01;0.51;31.15
127.72;0.51;70.34
368.19;0.45;28.54
317.14;0.43;29
270.6;0.49;24.08
136.79;0.5;62.95
278.81;0.49;23.2
198.8;0.48;47.58
300.18;0.56;25.45
493.87;0.49;22.88
193.78;0.59;38.32
130.99;0.51;55.12
182.52;0.5;42.48
204.25;0.6;56.43
79.05;0.55;62.14
91.31;0.52;44.37
301.47;0.5;20.5
212.97;0.61;25.65
479.7;0.58;29.02
183.24;0.51;33.72
205.94;0.51;39.39
184.12;0.47;31.33
338.63;0.63;46.24
337.01;0.5;19.7
144.4;0.57;46.26
742.25;0.46;16.6
338.3;0.62;40.87
110.79;0.47;58.76
307.82;0.63;32.74
312.91;0.43;19.1
263.55;0.44;26.76
471.07;0.51;21.44
432.36;0.43;20.6
152.07;0.58;34.77
429;0.45;25.2
225.87;0.53;44.05
136.61;0.49;42.22
494.31;0.38;24.87
103.86;0.55;42.04
171.39;0.46;56.59
292.45;0.6;28.35
122.5;0.56;47.63
248.39;0.56;36.29
448.76;0.53;26.93
136.27;0.51;41.57
472.25;0.5;15.59
201.97;0.52;48.71
491.59;0.43;23.8
209.6;0.5;32.02
915.88;0.54;16.4
376.12;0.46;24.57
84.24;0.5;53.01
189.98;0.43;35.03
540.54;0.57;18.89
510.02;0.51;21.9
219.37;0.48;33.34
239.92;0.64;30.06
142.27;0.48;53.37
183.36;0.48;49.8
130.02;0.57;43.55
250.29;0.58;40.58
223.54;0.59;43.01
187.55;0.53;55.25
138.72;0.52;47.54
144.4;0.56;51.51
167.64;0.52;42.54
234.7;0.65;31.15
497.33;0.57;23.91
204.52;0.6;47.35
647.73;0.56;25.3
538.09;0.51;14.2
510.51;0.56;21.5
158.34;0.46;48.92
785.09;0.5;16.2
330.75;0.56;25.7
248.72;0.5;19.3
555.25;0.56;26.99
464.98;0.54;33.1
154.73;0.54;52
477.91;0.46;16
148.36;0.52;43.67
632.46;0.5;19.3
640.26;0.46;23.2
471.31;0.59;24.83
98.06;0.5;44.64
392.42;0.54;19.21
461.37;0.56;20.7
214.05;0.56;42.69
534.42;0.53;13.1
219.58;0.48;27.12
427.82;0.6;18.8
226.09;0.56;42.43
528.11;0.51;26.01
170.89;0.49;47.08
389.32;0.5;19.49
304.53;0.52;36.91
132.29;0.57;49.14
238.09;0.47;28.1
289.52;0.51;34.42
248.04;0.61;36.74
388.6;0.49;23
676.93;0.55;17.54
407.53;0.51;24.88
173.18;0.54;47.34
182.16;0.49;43.34
239.46;0.59;25
109.28;0.57;47.97
211.39;0.55;64.86
133.23;0.56;50.49
148.87;0.59;48
113.76;0.52;47.54
272.74;0.57;48.34
517.65;0.57;20.3
141.97;0.49;48.71
299.41;0.59;39.01
201.52;0.49;32.8
103.73;0.56;56.28
633.8;0.49;19.6
206.9;0.61;43.35
316.66;0.46;18.21
203.44;0.53;48.71
528.85;0.57;20.5
97.03;0.56;73.83
163.36;0.51;47.3
528.99;0.45;19.5
541.74;0.5;24.83
316.51;0.5;28.72
887.05;0.52;17.2
904.73;0.55;17.2
121.06;0.46;49.8
223.92;0.6;33.34
289.34;0.56;35.92
152.79;0.54;55.7
109.45;0.58;57.82
135.37;0.51;48.15
324.39;0.5;35.32
502.21;0.53;23.7
279.87;0.53;23.1
387.24;0.49;20.39
590.4;0.45;17.7
196.9;0.5;37.33
432.45;0.54;18.73
262.13;0.52;64.7
146.32;0.48;54.95
376.12;0.48;25
580.71;0.5;22.6
430.96;0.44;23.2
546.51;0.44;29.08
499.97;0.49;18.9
279.82;0.63;36.03
530.09;0.48;20.4
170.68;0.58;58.58
722.69;0.47;16.9
149.13;0.54;41.38
180.01;0.48;43.38
243.29;0.54;31.29
292.68;0.51;27.12
155.64;0.5;57.81
138.11;0.58;78.79
437.89;0.43;19.6
120.1;0.58;52.88
236.7;0.54;33.1
436.22;0.5;18.4
259.56;0.64;39.85
471.48;0.41;23.4
304.87;0.61;28.39
256.46;0.58;23.07
571.94;0.53;17.5
213.09;0.51;44.26
146.74;0.48;56.59
621.86;0.5;16.2
340.05;0.63;27.35
171.77;0.55;69.58
328.06;0.56;28.59
510.14;0.45;22
379.1;0.45;18.89
112.89;0.52;40.38
129.9;0.54;58.65
588.87;0.5;20.8
656.6;0.58;27.73
149.45;0.52;52
561.55;0.55;20.1
366.32;0.44;26.51
244.98;0.57;43.41
130.62;0.5;43.37
115.27;0.48;55.8
150.04;0.6;37.61
216.89;0.52;47.81
267.24;0.43;28.66
95.65;0.6;63.34
392.22;0.49;29.59
559.97;0.51;17.1
616.15;0.56;19.1
150.21;0.57;51.24
139.37;0.52;49.94
552.7;0.6;19.1
318.75;0.44;22.06
431.72;0.49;21.7
431.25;0.5;19.45
161.6;0.51;47.46
335.39;0.5;27.3
539.36;0.4;18.3
789.61;0.51;21.99
288.43;0.51;21.23
416.97;0.46;30.4
782.55;0.51;21.4
125.15;0.51;43.11
678.38;0.52;13.9
522.53;0.5;17.2
276.04;0.52;36.28
604.77;0.51;19.5
470.77;0.58;24.6
339.15;0.43;24.2
348.87;0.56;17.7
280.86;0.51;32.47
324.98;0.45;19.6
166.6;0.65;40.18
89;0.54;64.67
202.56;0.65;34.26
473.46;0.48;18.6
257.76;0.6;33.68
129.4;0.55;48
661.92;0.47;16.9
206.21;0.61;36.25
912.43;0.54;16.5
121.45;0.52;44.55
450.71;0.59;18.7
236.73;0.57;39.53
401.72;0.61;39.85
166.58;0.55;51.05
337.95;0.55;37.06
365.42;0.56;31.59
279.34;0.5;29.28
112.1;0.52;52
346.67;0.48;24.4
543.71;0.52;30.41
160.38;0.48;61.91
119.19;0.56;53.02
175.65;0.51;68.12
354.86;0.59;22.9
146.94;0.43;60.68
161.07;0.54;34.11
517.56;0.59;22.2
168.95;0.66;50.36
415.51;0.6;29.4
128.52;0.51;42.86
166.55;0.51;68.41
374.31;0.51;26.2
259.09;0.52;30.8
498.4;0.63;32.67
723.68;0.57;15.69
92.91;0.53;67.08
322.73;0.43;28.5
193.82;0.54;35.75
382.7;0.46;26.6
493.64;0.5;19.7
163.44;0.5;42.13
333.73;0.56;29.75
203.7;0.51;52.18
438.67;0.54;29.01
402.23;0.51;22
408.64;0.45;19.4
154.11;0.54;33.34
415.93;0.51;23.46
610.11;0.42;15.1
230.65;0.58;34.28
182.63;0.58;44.81
303.41;0.55;25.4
259.97;0.56;34.55
229.53;0.5;39.34
841.86;0.48;16.2
226.8;0.43;25.8
333.31;0.53;33.78
780.92;0.57;21.8
345.31;0.42;42.04
233.83;0.57;55.42
546.41;0.47;23.1
100.08;0.61;55.92
233.71;0.52;33.1
774.58;0.46;20.2
395.3;0.47;26.1
205.21;0.5;44.56
589.8;0.52;18.68
428.6;0.47;19.1
289.15;0.51;18.9
521.35;0.56;21.67
398.31;0.52;19.66
200.18;0.55;64.26
248.19;0.64;42.05
252.16;0.6;45.19
423.45;0.54;23.2
289.73;0.43;26.69
417.29;0.52;26.69
610.94;0.54;20.99
115.07;0.47;52.67
361.05;0.59;24.69
368.03;0.52;23.39
282.23;0.54;40.64
112.67;0.54;47.45
386.28;0.43;42.35
400.85;0.55;24.43
292.92;0.46;22.6
347.11;0.41;19.3
631.08;0.52;12.7
595.88;0.47;17.7
168.07;0.57;67.13
389.22;0.43;29.2
119.46;0.55;44.31
165.52;0.46;55.24
83.2;0.64;51.11
213.48;0.55;39.45
122.12;0.55;38.89
429.98;0.53;18.42
655.46;0.52;17.4
427.53;0.35;23.2
156.14;0.53;40.71
764.92;0.53;15.9
454.08;0.52;13
364.01;0.6;24.9
417.61;0.53;26.8
568.37;0.48;17.8
555.14;0.56;25.74
604.95;0.45;22.8
501.81;0.52;17
332.19;0.46;21.8
467.18;0.46;20
575.14;0.53;23.32
422.53;0.52;18.14
466.62;0.62;17.8
521.62;0.52;12.7
545.62;0.55;22.34
358.22;0.47;19.5
520.99;0.54;18.21
477.34;0.34;22.1
566.64;0.45;20.8
633.62;0.56;19.5
273.85;0.55;20.5
369.43;0.48;23.4
338.39;0.57;65.9
161.04;0.53;44.55
225.18;0.59;34.96
154.61;0.48;64.74
566.76;0.55;19.5
163.22;0.46;52.12
269.1;0.49;26.8
536.85;0.49;19.6
754.61;0.51;16.3
150.91;0.55;60.08
497.71;0.57;29.34
491.3;0.48;17.8
354.61;0.57;26.45
129.96;0.52;57.11
468.84;0.41;16.5
238.99;0.51;33.72
381.12;0.49;19.1
344.57;0.52;26.41
210.59;0.47;22.9
304.58;0.44;33.4
128.73;0.57;56.56
491.66;0.58;17.99
102.39;0.59;75.24
377.39;0.5;19.8
460.02;0.62;19.6
570.05;0.4;16.4
486.08;0.53;17.7
205.87;0.58;45.63
695.09;0.56;16.1
535.42;0.54;25.4
625.56;0.53;16.2
201.92;0.54;41.23
263.23;0.57;42.69
104.88;0.57;46.22
100.51;0.52;46.22
454.37;0.44;19.6
250.78;0.51;25.9
391.28;0.44;19.7
347.37;0.48;25.5
105.47;0.54;46.97
371.96;0.49;34.1
394.57;0.51;27
397.58;0.47;19.09
240.95;0.55;28.6
687.86;0.5;16.3
113.85;0.56;56.56
148.94;0.51;47.88
154.14;0.56;50.61
165.15;0.58;39.1
173.83;0.51;43.25
200.76;0.57;46.7
213.07;0.54;43.6
517.54;0.54;25.76
294.44;0.49;30.58
350.78;0.42;18.6
222.1;0.61;41.57
635.69;0.57;23.8
790.5;0.54;17.98
768.83;0.53;20.01
360.41;0.43;25
374.13;0.54;20.69
249.61;0.45;18.3
477.69;0.47;21.3
188.41;0.53;50.28
76.77;0.79;38.91
219.56;0.52;28.8
238.71;0.6;40.58
506.32;0.7;42.75
126.74;0.57;59.08
199.02;0.56;53.71
176.67;0.5;59.59
135.05;0.5;66
184.46;0.49;36.29
145.66;0.54;55.93
117.49;0.53;64.67
616.93;0.53;20.9
161.71;0.52;50.13
681.53;0.59;16.03
635.85;0.41;13.2
564.17;0.51;26
391.96;0.54;30.15
566.4;0.52;29.7
183.75;0.54;46.37
571.7;0.47;24.81
343.37;0.39;18.1
126.81;0.54;42.37
353.52;0.48;25.98
253.81;0.5;19.5
131.16;0.56;60.92
435.66;0.54;25.4
283;0.56;34.11
468.48;0.51;23
94.53;0.6;48.79
384;0.57;24.2
168.52;0.51;29.71
398.48;0.55;32.4
353.67;0.57;30.9
429.6;0.58;23
150.06;0.48;47.16
283.38;0.52;33.68
246.99;0.62;39.16
170.07;0.5;32.89
173.98;0.47;30.83
177.16;0.54;38.17
126.6;0.58;41.14
579.65;0.58;16
112.11;0.53;47.96
254.48;0.58;32.08
479.15;0.48;24.4
564.82;0.52;18.5
419.88;0.41;24.5
676.95;0.47;14.7
474.75;0.49;27.4
155.39;0.54;60.93
626.15;0.54;18.6
267.73;0.46;37.61
394.02;0.59;35.05
333.84;0.59;28.36
367.71;0.45;21.6
260.46;0.58;41.73
274.03;0.56;38.9
535.61;0.55;19.36
207.37;0.53;44.43
548.41;0.47;18.6
536.91;0.36;20.7
423.63;0.56;21.6
1115.34;0.54;16.8
573.09;0.5;23.6
567.42;0.51;23.2
481.18;0.4;20.8
648.24;0.62;24.5
217.24;0.49;28.45
381.72;0.52;24.76
393.17;0.45;22.06
402.39;0.48;25
161.34;0.51;35.42
557.05;0.46;20.3
100.86;0.51;48.79
645.98;0.51;17.3
393.19;0.5;25
498.41;0.48;16.8
753.95;0.56;17.81
343.98;0.39;28.49
343.85;0.46;21.1
178.04;0.56;44.81
352.36;0.57;26.31
162.42;0.59;45.92
96.88;0.56;56.28
299.13;0.54;32.34
131.79;0.5;47.63
177.6;0.5;37.94
494.04;0.49;21.68
170.67;0.51;46.16
154.49;0.5;72.08
525.31;0.39;17.9
171.98;0.41;34.85
167.23;0.49;43.67
150.83;0.52;40.57
147.51;0.51;39.1
580.27;0.58;18.91
509.74;0.53;26.71
513.82;0.48;20
586.55;0.59;26.73
85.42;0.5;64.69
338.88;0.48;32.5
204.55;0.53;60.4
292.84;0.58;37.84
394.8;0.61;32.08
230.53;0.49;60.54
452.76;0.5;22.2
543.53;0.51;23.1
108.13;0.49;67.35
485.98;0.45;17.54
866.08;0.47;14.1
142.09;0.54;47.34
119.94;0.45;39.1
173.94;0.55;48.46
180.82;0.48;30.44
427.65;0.51;20.39
512.7;0.54;17.3
273.8;0.52;42.09
109.83;0.51;72.74
193.4;0.51;51.23
542.16;0.41;14.7
399.02;0.5;32.81
479.85;0.49;19.3
507.32;0.47;12.83
351.8;0.44;26.85
145.56;0.57;50.93
664.33;0.56;23.2
157.61;0.54;51.51
244.45;0.51;21.8
416.55;0.46;27.04
500.03;0.57;23.5
185.4;0.59;49.48
112.79;0.6;45.38
650.03;0.6;22.63
124.16;0.47;54.49
625.99;0.46;22.1
414.25;0.44;23.8
649.25;0.52;17.1
320.6;0.47;36.14
117.1;0.45;48.6
244.93;0.51;28.13
424.62;0.64;23.46
251.06;0.5;30.6
554.45;0.34;17.9
262.96;0.46;51.69
446.52;0.48;19.3
645.03;0.45;14.2
129.37;0.53;59.52
145.96;0.53;55.45
374.37;0.46;22.6
262.74;0.48;28.72
228.54;0.47;29.3
367.23;0.57;30.1
373.04;0.56;27.29
877.6;0.56;18.8
582.3;0.57;21.27
1235.29;0.53;15.1
527.36;0.47;19.2
217.8;0.5;36.29
267.89;0.52;26.57
292.82;0.57;32.8
187.8;0.57;39.52
351.57;0.53;24.69
447.48;0.55;26.84
112.3;0.59;40.64
732.14;0.44;19.3
587.6;0.44;13.1
363.55;0.57;16.8
384.3;0.55;20.8
251.49;0.47;47.4
350.24;0.45;25.1
410.96;0.6;39.85
240.51;0.49;19.9
264.24;0.54;51.15
222;0.58;39.42
168.02;0.56;52.12
261.41;0.6;35.11
1315.63;0.6;26.73
162.31;0.57;55.92
448.1;0.53;28.03
453.27;0.56;27.6
391.89;0.56;27.05
694.79;0.51;16.74
605.92;0.43;18.5
818.14;0.53;16.3
210.7;0.52;54.27
121.39;0.45;65.53
201.02;0.47;46.11
203.15;0.59;43.25
439.73;0.54;29.98
449.27;0.54;34.13
140;0.48;42.86
892.3;0.43;14.7
465.45;0.46;20.4
288.71;0.6;37.41
352.72;0.51;21.5
544.38;0.48;15.2
561.71;0.54;20.3
230.69;0.56;27.61
748.39;0.47;17.3
608.89;0.5;22.4
127.01;0.49;83.2
443.22;0.6;30.04
149.05;0.56;54.27
166.64;0.43;58.4
350.37;0.39;17.6
153.7;0.52;52.12
351.13;0.42;14.4
